tag,case_id,case_label,case_full_label,alignment_class,real_stage_values,real_attention_token_count_first_layer,aic_batch_size,aic_isl,aic_prefix,aic_ctx_tokens,first_formal_prefill_req_count,first_formal_decode_req_count,first_formal_sum_prefill_fresh_tokens,first_formal_sum_decode_kv_tokens,operator_family,display_name,real_components_json,aic_ops_json,real_gpu_makespan_ms,real_gpu_kernel_time_sum_ms,aic_per_layer_latency_ms,diff_real_minus_aic_ms,ratio_real_to_aic,coverage_status,boundary_note,aic_query_path_json,aic_query_shapes_json,top_real_kernels_json
agg_aic_p0_decode_heavy_b12_isl512_ctx2048,C02,"C02
P4x512+0
D8x512",P b4 ctx2048 | isl512 pre0 | D b8 kv512,strict_prefix0,decode,2056.0,8,512,0,3584,7,1,3584,512,qkv_a_proj,qkv_a_proj,"[""fused_qkv_a_proj_with_mqa""]","[""context_downscale_gemm""]",0.0817022,0.0798846,0.11506980263666565,-0.03336760263666565,0.7100229437081397,both,Real fused_qkv_a_proj_with_mqa includes q_a/kv_a projection path and fp8 activation quant kernel. AIC context_downscale_gemm is a standalone SDK GEMM op before context_mla_block; collector fp8 GEMM uses pre-quantized inputs and usually excludes runtime activation quantization.,"[""diagnostic_forced_prefix_ops""]","[""[{\""batch_size\"": 1, \""s\"": 3585, \""prefix\"": 0, \""path\"": \""diagnostic_forced_prefix_ops\""}]""]","[{""real_component"": ""fused_qkv_a_proj_with_mqa"", ""kernel_short_name"": ""sm90_fp8_gemm_1d2d_impl"", ""avg_kernel_gpu_time_ms"": 0.0596734}, {""real_component"": ""fused_qkv_a_proj_with_mqa"", ""kernel_short_name"": ""per_token_group_quant_8bit_kernel"", ""avg_kernel_gpu_time_ms"": 0.020211200000000002}]"
agg_aic_p0_decode_heavy_b12_isl512_ctx2048,C02,"C02
P4x512+0
D8x512",P b4 ctx2048 | isl512 pre0 | D b8 kv512,strict_prefix0,decode,2056.0,8,512,0,3584,7,1,3584,512,q_a_layernorm,q_a_layernorm,"[""q_a_layernorm""]",[],0.0054464,0.0054464,0.0,,,real_only,Real has an explicit q_a RMSNorm child range; ordinary DeepSeekModel MLA path does not model it as a separate SDK op.,[],[],"[{""real_component"": ""q_a_layernorm"", ""kernel_short_name"": ""RMSNormKernel"", ""avg_kernel_gpu_time_ms"": 0.0054464}]"
agg_aic_p0_decode_heavy_b12_isl512_ctx2048,C02,"C02
P4x512+0
D8x512",P b4 ctx2048 | isl512 pre0 | D b8 kv512,strict_prefix0,decode,2056.0,8,512,0,3584,7,1,3584,512,kv_a_layernorm,kv_a_layernorm,"[""kv_a_layernorm""]",[],0.0045888,0.0045888,0.0,,,real_only,Real has an explicit kv_a RMSNorm child range; ordinary DeepSeekModel MLA path does not model it as a separate SDK op.,[],[],"[{""real_component"": ""kv_a_layernorm"", ""kernel_short_name"": ""RMSNormKernel"", ""avg_kernel_gpu_time_ms"": 0.0045888}]"
agg_aic_p0_decode_heavy_b12_isl512_ctx2048,C02,"C02
P4x512+0
D8x512",P b4 ctx2048 | isl512 pre0 | D b8 kv512,strict_prefix0,decode,2056.0,8,512,0,3584,7,1,3584,512,q_b_proj,q_b_proj,"[""q_b_proj""]","[""context_q_b_proj_gemm""]",0.13260160000000001,0.13131520000000002,0.22892110410079458,-0.09631950410079457,0.5792458520627053,both,"Both sides represent q_b projection, but real fp8 path includes activation quantization plus DeepGEMM kernels.","[""diagnostic_forced_prefix_ops""]","[""[{\""batch_size\"": 1, \""s\"": 3585, \""prefix\"": 0, \""path\"": \""diagnostic_forced_prefix_ops\""}]""]","[{""real_component"": ""q_b_proj"", ""kernel_short_name"": ""sm90_fp8_gemm_1d2d_impl"", ""avg_kernel_gpu_time_ms"": 0.1264832}, {""real_component"": ""q_b_proj"", ""kernel_short_name"": ""per_token_group_quant_8bit_kernel"", ""avg_kernel_gpu_time_ms"": 0.004832}]"
agg_aic_p0_decode_heavy_b12_isl512_ctx2048,C02,"C02
P4x512+0
D8x512",P b4 ctx2048 | isl512 pre0 | D b8 kv512,strict_prefix0,decode,2056.0,8,512,0,3584,7,1,3584,512,kv_b_proj,kv_b_proj,[],"[""context_kv_b_proj_gemm""]",0.0,0.0,0.12890332158094917,,,aic_only,Present as a separate real child mainly for attn_mha/prefill cases; MQA cases often fold or omit this child.,"[""diagnostic_forced_prefix_ops""]","[""[{\""batch_size\"": 1, \""s\"": 3585, \""prefix\"": 0, \""path\"": \""diagnostic_forced_prefix_ops\""}]""]",[]
agg_aic_p0_decode_heavy_b12_isl512_ctx2048,C02,"C02
P4x512+0
D8x512",P b4 ctx2048 | isl512 pre0 | D b8 kv512,strict_prefix0,decode,2056.0,8,512,0,3584,7,1,3584,512,mla_concat_k,mla_concat_k,[],"[""context_mla_concat_k""]",0.0,0.0,0.10529785064863972,,,aic_only,AIC prefix/granular path models SGLang MLA K concat as a separate op; real trace usually exposes concat_mla_k_kernel inside surrounding child ranges.,"[""diagnostic_forced_prefix_ops""]","[""[{\""batch_size\"": 1, \""s\"": 3585, \""prefix\"": 0, \""path\"": \""diagnostic_forced_prefix_ops\""}]""]",[]
agg_aic_p0_decode_heavy_b12_isl512_ctx2048,C02,"C02
P4x512+0
D8x512",P b4 ctx2048 | isl512 pre0 | D b8 kv512,strict_prefix0,decode,2056.0,8,512,0,3584,7,1,3584,512,rotary_emb,rotary_emb,"[""rotary_emb""]",[],0.0282176,0.0282176,0.0,,,real_only,Real has an explicit RoPE child range; AIC context MLA path does not expose a separate RoPE SDK op.,[],[],"[{""real_component"": ""rotary_emb"", ""kernel_short_name"": ""BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel"", ""avg_kernel_gpu_time_ms"": 0.0282176}]"
agg_aic_p0_decode_heavy_b12_isl512_ctx2048,C02,"C02
P4x512+0
D8x512",P b4 ctx2048 | isl512 pre0 | D b8 kv512,strict_prefix0,decode,2056.0,8,512,0,3584,7,1,3584,512,attention,attention,"[""attn_mqa""]","[""context_attention""]",0.48295659999999996,0.48135659999999997,0.3762784512509703,0.10667814874902964,1.2835085251211407,both,Real attention may be attn_mha or attn_mqa depending on SGLang scheduling/backend choice. AIC context_attention is queried with the second-pass run_agg context-attention shape and scale correction.,"[""diagnostic_forced_prefix_ops_attention_second_pass""]","[""[{\""batch_size\"": 7, \""s\"": 512, \""prefix\"": 0, \""path\"": \""diagnostic_forced_prefix_ops_attention_second_pass\""}]""]","[{""real_component"": ""attn_mqa"", ""kernel_short_name"": ""device_kernel"", ""avg_kernel_gpu_time_ms"": 0.47039980000000003}, {""real_component"": ""attn_mqa"", ""kernel_short_name"": ""set_mla_kv_buffer_kernel"", ""avg_kernel_gpu_time_ms"": 0.007616}, {""real_component"": ""attn_mqa"", ""kernel_short_name"": ""prepare_varlen_num_blocks_kernel"", ""avg_kernel_gpu_time_ms"": 0.0033408}]"
agg_aic_p0_decode_heavy_b12_isl512_ctx2048,C02,"C02
P4x512+0
D8x512",P b4 ctx2048 | isl512 pre0 | D b8 kv512,strict_prefix0,decode,2056.0,8,512,0,3584,7,1,3584,512,o_proj,o_proj,"[""o_proj""]","[""context_proj_gemm""]",0.37976299999999996,0.378035,0.6861413319905599,-0.30637833199055997,0.5534763499791976,both,"Both sides represent output projection, but real fp8 path includes activation quantization plus DeepGEMM kernels.","[""diagnostic_forced_prefix_ops""]","[""[{\""batch_size\"": 1, \""s\"": 3585, \""prefix\"": 0, \""path\"": \""diagnostic_forced_prefix_ops\""}]""]","[{""real_component"": ""o_proj"", ""kernel_short_name"": ""sm90_fp8_gemm_1d2d_impl"", ""avg_kernel_gpu_time_ms"": 0.3368704}, {""real_component"": ""o_proj"", ""kernel_short_name"": ""per_token_group_quant_8bit_kernel"", ""avg_kernel_gpu_time_ms"": 0.0411646}]"
agg_aic_p0_decode_heavy_b12_isl512_ctx2048,C02,"C02
P4x512+0
D8x512",P b4 ctx2048 | isl512 pre0 | D b8 kv512,strict_prefix0,decode,2056.0,8,512,0,3584,7,1,3584,512,mla_total,MLA total,"[""attn_mqa"", ""fused_qkv_a_proj_with_mqa"", ""kv_a_layernorm"", ""o_proj"", ""q_a_layernorm"", ""q_b_proj"", ""rotary_emb""]","[""context_attention"", ""context_downscale_gemm"", ""context_kv_b_proj_gemm"", ""context_mla_concat_k"", ""context_proj_gemm"", ""context_q_b_proj_gemm""]",1.1152761999999998,1.1088442,1.6406118622085792,-0.5253356622085794,0.6797928417380961,both,Roll-up of MLA child/operator pieces only; excludes MoE/FFN/embedding/logits and excludes generation-only steps.,"[""diagnostic_forced_prefix_ops"", ""diagnostic_forced_prefix_ops_attention_second_pass""]","[""[{\""batch_size\"": 7, \""s\"": 512, \""prefix\"": 0, \""path\"": \""diagnostic_forced_prefix_ops_attention_second_pass\""}]"", ""[{\""batch_size\"": 1, \""s\"": 3585, \""prefix\"": 0, \""path\"": \""diagnostic_forced_prefix_ops\""}]"", ""[{\""batch_size\"": 1, \""s\"": 3585, \""prefix\"": 0, \""path\"": \""diagnostic_forced_prefix_ops\""}]"", ""[{\""batch_size\"": 1, \""s\"": 3585, \""prefix\"": 0, \""path\"": \""diagnostic_forced_prefix_ops\""}]"", ""[{\""batch_size\"": 1, \""s\"": 3585, \""prefix\"": 0, \""path\"": \""diagnostic_forced_prefix_ops\""}]"", ""[{\""batch_size\"": 1, \""s\"": 3585, \""prefix\"": 0, \""path\"": \""diagnostic_forced_prefix_ops\""}]""]","[{""real_component"": ""attn_mqa"", ""kernel_short_name"": ""device_kernel"", ""avg_kernel_gpu_time_ms"": 0.47039980000000003}, {""real_component"": ""o_proj"", ""kernel_short_name"": ""sm90_fp8_gemm_1d2d_impl"", ""avg_kernel_gpu_time_ms"": 0.3368704}, {""real_component"": ""q_b_proj"", ""kernel_short_name"": ""sm90_fp8_gemm_1d2d_impl"", ""avg_kernel_gpu_time_ms"": 0.1264832}, {""real_component"": ""fused_qkv_a_proj_with_mqa"", ""kernel_short_name"": ""sm90_fp8_gemm_1d2d_impl"", ""avg_kernel_gpu_time_ms"": 0.0596734}, {""real_component"": ""o_proj"", ""kernel_short_name"": ""per_token_group_quant_8bit_kernel"", ""avg_kernel_gpu_time_ms"": 0.0411646}]"
agg_aic_p0_prefill_heavy_b16_isl512_ctx4096,C03,"C03
P8x512+0
D8x512",P b8 ctx4096 | isl512 pre0 | D b8 kv512,strict_prefix0,decode,4104.0,8,512,0,3584,7,1,3584,512,qkv_a_proj,qkv_a_proj,"[""fused_qkv_a_proj_with_mqa""]","[""context_downscale_gemm""]",0.1474238,0.1454784,0.11506980263666565,0.032353997363334344,1.2811684440399407,both,Real fused_qkv_a_proj_with_mqa includes q_a/kv_a projection path and fp8 activation quant kernel. AIC context_downscale_gemm is a standalone SDK GEMM op before context_mla_block; collector fp8 GEMM uses pre-quantized inputs and usually excludes runtime activation quantization.,"[""diagnostic_forced_prefix_ops""]","[""[{\""batch_size\"": 1, \""s\"": 3585, \""prefix\"": 0, \""path\"": \""diagnostic_forced_prefix_ops\""}]""]","[{""real_component"": ""fused_qkv_a_proj_with_mqa"", ""kernel_short_name"": ""sm90_fp8_gemm_1d2d_impl"", ""avg_kernel_gpu_time_ms"": 0.106272}, {""real_component"": ""fused_qkv_a_proj_with_mqa"", ""kernel_short_name"": ""per_token_group_quant_8bit_kernel"", ""avg_kernel_gpu_time_ms"": 0.039206399999999995}]"
agg_aic_p0_prefill_heavy_b16_isl512_ctx4096,C03,"C03
P8x512+0
D8x512",P b8 ctx4096 | isl512 pre0 | D b8 kv512,strict_prefix0,decode,4104.0,8,512,0,3584,7,1,3584,512,q_a_layernorm,q_a_layernorm,"[""q_a_layernorm""]",[],0.0092608,0.0092608,0.0,,,real_only,Real has an explicit q_a RMSNorm child range; ordinary DeepSeekModel MLA path does not model it as a separate SDK op.,[],[],"[{""real_component"": ""q_a_layernorm"", ""kernel_short_name"": ""RMSNormKernel"", ""avg_kernel_gpu_time_ms"": 0.0092608}]"
agg_aic_p0_prefill_heavy_b16_isl512_ctx4096,C03,"C03
P8x512+0
D8x512",P b8 ctx4096 | isl512 pre0 | D b8 kv512,strict_prefix0,decode,4104.0,8,512,0,3584,7,1,3584,512,kv_a_layernorm,kv_a_layernorm,"[""kv_a_layernorm""]",[],0.0071871999999999995,0.0071871999999999995,0.0,,,real_only,Real has an explicit kv_a RMSNorm child range; ordinary DeepSeekModel MLA path does not model it as a separate SDK op.,[],[],"[{""real_component"": ""kv_a_layernorm"", ""kernel_short_name"": ""RMSNormKernel"", ""avg_kernel_gpu_time_ms"": 0.0071871999999999995}]"
agg_aic_p0_prefill_heavy_b16_isl512_ctx4096,C03,"C03
P8x512+0
D8x512",P b8 ctx4096 | isl512 pre0 | D b8 kv512,strict_prefix0,decode,4104.0,8,512,0,3584,7,1,3584,512,q_b_proj,q_b_proj,"[""q_b_proj""]","[""context_q_b_proj_gemm""]",0.2377084,0.23644759999999998,0.22892110410079458,0.008787295899205405,1.038385695952857,both,"Both sides represent q_b projection, but real fp8 path includes activation quantization plus DeepGEMM kernels.","[""diagnostic_forced_prefix_ops""]","[""[{\""batch_size\"": 1, \""s\"": 3585, \""prefix\"": 0, \""path\"": \""diagnostic_forced_prefix_ops\""}]""]","[{""real_component"": ""q_b_proj"", ""kernel_short_name"": ""sm90_fp8_gemm_1d2d_impl"", ""avg_kernel_gpu_time_ms"": 0.2284668}, {""real_component"": ""q_b_proj"", ""kernel_short_name"": ""per_token_group_quant_8bit_kernel"", ""avg_kernel_gpu_time_ms"": 0.0079808}]"
agg_aic_p0_prefill_heavy_b16_isl512_ctx4096,C03,"C03
P8x512+0
D8x512",P b8 ctx4096 | isl512 pre0 | D b8 kv512,strict_prefix0,decode,4104.0,8,512,0,3584,7,1,3584,512,kv_b_proj,kv_b_proj,[],"[""context_kv_b_proj_gemm""]",0.0,0.0,0.12890332158094917,,,aic_only,Present as a separate real child mainly for attn_mha/prefill cases; MQA cases often fold or omit this child.,"[""diagnostic_forced_prefix_ops""]","[""[{\""batch_size\"": 1, \""s\"": 3585, \""prefix\"": 0, \""path\"": \""diagnostic_forced_prefix_ops\""}]""]",[]
agg_aic_p0_prefill_heavy_b16_isl512_ctx4096,C03,"C03
P8x512+0
D8x512",P b8 ctx4096 | isl512 pre0 | D b8 kv512,strict_prefix0,decode,4104.0,8,512,0,3584,7,1,3584,512,mla_concat_k,mla_concat_k,[],"[""context_mla_concat_k""]",0.0,0.0,0.10529785064863972,,,aic_only,AIC prefix/granular path models SGLang MLA K concat as a separate op; real trace usually exposes concat_mla_k_kernel inside surrounding child ranges.,"[""diagnostic_forced_prefix_ops""]","[""[{\""batch_size\"": 1, \""s\"": 3585, \""prefix\"": 0, \""path\"": \""diagnostic_forced_prefix_ops\""}]""]",[]
agg_aic_p0_prefill_heavy_b16_isl512_ctx4096,C03,"C03
P8x512+0
D8x512",P b8 ctx4096 | isl512 pre0 | D b8 kv512,strict_prefix0,decode,4104.0,8,512,0,3584,7,1,3584,512,rotary_emb,rotary_emb,"[""rotary_emb""]",[],0.054067,0.054067,0.0,,,real_only,Real has an explicit RoPE child range; AIC context MLA path does not expose a separate RoPE SDK op.,[],[],"[{""real_component"": ""rotary_emb"", ""kernel_short_name"": ""BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel"", ""avg_kernel_gpu_time_ms"": 0.054067}]"
agg_aic_p0_prefill_heavy_b16_isl512_ctx4096,C03,"C03
P8x512+0
D8x512",P b8 ctx4096 | isl512 pre0 | D b8 kv512,strict_prefix0,decode,4104.0,8,512,0,3584,7,1,3584,512,attention,attention,"[""attn_mqa""]","[""context_attention""]",0.9370228,0.9354419999999999,0.3762784512509703,0.5607443487490298,2.4902377398567115,both,Real attention may be attn_mha or attn_mqa depending on SGLang scheduling/backend choice. AIC context_attention is queried with the second-pass run_agg context-attention shape and scale correction.,"[""diagnostic_forced_prefix_ops_attention_second_pass""]","[""[{\""batch_size\"": 7, \""s\"": 512, \""prefix\"": 0, \""path\"": \""diagnostic_forced_prefix_ops_attention_second_pass\""}]""]","[{""real_component"": ""attn_mqa"", ""kernel_short_name"": ""device_kernel"", ""avg_kernel_gpu_time_ms"": 0.9184243999999999}, {""real_component"": ""attn_mqa"", ""kernel_short_name"": ""set_mla_kv_buffer_kernel"", ""avg_kernel_gpu_time_ms"": 0.01376}, {""real_component"": ""attn_mqa"", ""kernel_short_name"": ""prepare_varlen_num_blocks_kernel"", ""avg_kernel_gpu_time_ms"": 0.0032576000000000003}]"
agg_aic_p0_prefill_heavy_b16_isl512_ctx4096,C03,"C03
P8x512+0
D8x512",P b8 ctx4096 | isl512 pre0 | D b8 kv512,strict_prefix0,decode,4104.0,8,512,0,3584,7,1,3584,512,o_proj,o_proj,"[""o_proj""]","[""context_proj_gemm""]",0.7132662,0.711551,0.6861413319905599,0.02712486800944003,1.0395324793082328,both,"Both sides represent output projection, but real fp8 path includes activation quantization plus DeepGEMM kernels.","[""diagnostic_forced_prefix_ops""]","[""[{\""batch_size\"": 1, \""s\"": 3585, \""prefix\"": 0, \""path\"": \""diagnostic_forced_prefix_ops\""}]""]","[{""real_component"": ""o_proj"", ""kernel_short_name"": ""sm90_fp8_gemm_1d2d_impl"", ""avg_kernel_gpu_time_ms"": 0.6304118}, {""real_component"": ""o_proj"", ""kernel_short_name"": ""per_token_group_quant_8bit_kernel"", ""avg_kernel_gpu_time_ms"": 0.0811392}]"
