tag,real_component,kernel_short_name,avg_kernel_gpu_time_ms,rows
agg_aic_p0_decode_heavy_b12_isl512_ctx2048,kv_a_layernorm,RMSNormKernel,0.0045888,5
agg_aic_p0_decode_heavy_b12_isl512_ctx2048,o_proj,sm90_fp8_gemm_1d2d_impl,0.3368704,5
agg_aic_p0_decode_heavy_b12_isl512_ctx2048,o_proj,per_token_group_quant_8bit_kernel,0.0411646,5
agg_aic_p0_decode_heavy_b12_isl512_ctx2048,q_a_layernorm,RMSNormKernel,0.0054464,5
agg_aic_p0_decode_heavy_b12_isl512_ctx2048,q_b_proj,sm90_fp8_gemm_1d2d_impl,0.1264832,5
agg_aic_p0_decode_heavy_b12_isl512_ctx2048,q_b_proj,per_token_group_quant_8bit_kernel,0.004832,5
agg_aic_p0_decode_heavy_b12_isl512_ctx2048,rotary_emb,BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel,0.0282176,5
agg_aic_p0_decode_heavy_b17_isl2048_ctx2048,attn_mha,device_kernel,1.1882031999999998,5
agg_aic_p0_decode_heavy_b17_isl2048_ctx2048,attn_mha,prepare_varlen_num_blocks_kernel,0.0034816,5
agg_aic_p0_decode_heavy_b17_isl2048_ctx2048,fused_qkv_a_proj_with_mqa,sm90_fp8_gemm_1d2d_impl,0.0594688,5
agg_aic_p0_decode_heavy_b17_isl2048_ctx2048,fused_qkv_a_proj_with_mqa,per_token_group_quant_8bit_kernel,0.020352000000000002,5
agg_aic_p0_decode_heavy_b17_isl2048_ctx2048,kv_a_layernorm,RMSNormKernel,0.0052224,5
agg_aic_p0_decode_heavy_b17_isl2048_ctx2048,kv_b_proj,sm90_fp8_gemm_1d2d_impl,1.2349869999999998,5
agg_aic_p0_decode_heavy_b17_isl2048_ctx2048,kv_b_proj,per_token_group_quant_8bit_kernel,0.023699,5
agg_aic_p0_decode_heavy_b17_isl2048_ctx2048,o_proj,sm90_fp8_gemm_1d2d_impl,0.3366458,5
agg_aic_p0_decode_heavy_b17_isl2048_ctx2048,o_proj,per_token_group_quant_8bit_kernel,0.0412736,5
agg_aic_p0_decode_heavy_b17_isl2048_ctx2048,q_a_layernorm,RMSNormKernel,0.005568,5
agg_aic_p0_decode_heavy_b17_isl2048_ctx2048,q_b_proj,sm90_fp8_gemm_1d2d_impl,0.1256062,5
agg_aic_p0_decode_heavy_b17_isl2048_ctx2048,q_b_proj,per_token_group_quant_8bit_kernel,0.0049216,5
agg_aic_p0_decode_heavy_b17_isl2048_ctx2048,rotary_emb,BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel,0.026534400000000003,5
agg_aic_p0_dense_b36_isl1024_ctx4096,attn_mha,device_kernel,1.321886,5
agg_aic_p0_dense_b36_isl1024_ctx4096,attn_mha,prepare_varlen_num_blocks_kernel,0.0036736,5
agg_aic_p0_dense_b36_isl1024_ctx4096,fused_qkv_a_proj_with_mqa,sm90_fp8_gemm_1d2d_impl,0.10403180000000001,5
agg_aic_p0_dense_b36_isl1024_ctx4096,fused_qkv_a_proj_with_mqa,per_token_group_quant_8bit_kernel,0.039097599999999996,5
agg_aic_p0_dense_b36_isl1024_ctx4096,kv_a_layernorm,RMSNormKernel,0.0085376,5
agg_aic_p0_dense_b36_isl1024_ctx4096,kv_b_proj,sm90_fp8_gemm_1d2d_impl,1.3053998,5
agg_aic_p0_dense_b36_isl1024_ctx4096,kv_b_proj,per_token_group_quant_8bit_kernel,0.025024,5
agg_aic_p0_dense_b36_isl1024_ctx4096,o_proj,sm90_fp8_gemm_1d2d_impl,0.6313397999999999,5
agg_aic_p0_dense_b36_isl1024_ctx4096,o_proj,per_token_group_quant_8bit_kernel,0.0811968,5
agg_aic_p0_dense_b36_isl1024_ctx4096,q_a_layernorm,RMSNormKernel,0.0094464,5
agg_aic_p0_dense_b36_isl1024_ctx4096,q_b_proj,sm90_fp8_gemm_1d2d_impl,0.2287226,5
agg_aic_p0_dense_b36_isl1024_ctx4096,q_b_proj,per_token_group_quant_8bit_kernel,0.007814399999999999,5
agg_aic_p0_dense_b36_isl1024_ctx4096,rotary_emb,BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel,0.0528574,5
agg_aic_p0_dense_prefill_b40_isl512_ctx4096,attn_mha,device_kernel,0.7972736,5
agg_aic_p0_dense_prefill_b40_isl512_ctx4096,attn_mha,prepare_varlen_num_blocks_kernel,0.0037054,5
agg_aic_p0_dense_prefill_b40_isl512_ctx4096,fused_qkv_a_proj_with_mqa,sm90_fp8_gemm_1d2d_impl,0.1039232,5
agg_aic_p0_dense_prefill_b40_isl512_ctx4096,fused_qkv_a_proj_with_mqa,per_token_group_quant_8bit_kernel,0.0392128,5
agg_aic_p0_dense_prefill_b40_isl512_ctx4096,kv_a_layernorm,RMSNormKernel,0.008224,5
agg_aic_p0_dense_prefill_b40_isl512_ctx4096,kv_b_proj,sm90_fp8_gemm_1d2d_impl,0.6992894,5
agg_aic_p0_dense_prefill_b40_isl512_ctx4096,kv_b_proj,per_token_group_quant_8bit_kernel,0.0145728,5
agg_aic_p0_dense_prefill_b40_isl512_ctx4096,o_proj,sm90_fp8_gemm_1d2d_impl,0.630336,5
agg_aic_p0_dense_prefill_b40_isl512_ctx4096,o_proj,per_token_group_quant_8bit_kernel,0.08144,5
agg_aic_p0_dense_prefill_b40_isl512_ctx4096,q_a_layernorm,RMSNormKernel,0.00944,5
agg_aic_p0_dense_prefill_b40_isl512_ctx4096,q_b_proj,sm90_fp8_gemm_1d2d_impl,0.2273342,5
agg_aic_p0_dense_prefill_b40_isl512_ctx4096,q_b_proj,per_token_group_quant_8bit_kernel,0.0078464,5
agg_aic_p0_dense_prefill_b40_isl512_ctx4096,rotary_emb,BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel,0.052780799999999996,5
agg_aic_p0_longctx_b8_isl4096_ctx8192,attn_mha,device_kernel,2.5789148,5
agg_aic_p0_longctx_b8_isl4096_ctx8192,attn_mha,prepare_varlen_num_blocks_kernel,0.0035968,5
agg_aic_p0_longctx_b8_isl4096_ctx8192,fused_qkv_a_proj_with_mqa,sm90_fp8_gemm_1d2d_impl,0.1965374,5
agg_aic_p0_longctx_b8_isl4096_ctx8192,fused_qkv_a_proj_with_mqa,per_token_group_quant_8bit_kernel,0.0738238,5
agg_aic_p0_longctx_b8_isl4096_ctx8192,kv_a_layernorm,RMSNormKernel,0.0132736,5
agg_aic_p0_longctx_b8_isl4096_ctx8192,kv_b_proj,sm90_fp8_gemm_1d2d_impl,1.1825394,5
agg_aic_p0_longctx_b8_isl4096_ctx8192,kv_b_proj,per_token_group_quant_8bit_kernel,0.0231488,5
agg_aic_p0_longctx_b8_isl4096_ctx8192,o_proj,sm90_fp8_gemm_1d2d_impl,1.10892,5
agg_aic_p0_longctx_b8_isl4096_ctx8192,o_proj,per_token_group_quant_8bit_kernel,0.1602624,5
agg_aic_p0_longctx_b8_isl4096_ctx8192,q_a_layernorm,RMSNormKernel,0.0178368,5
agg_aic_p0_longctx_b8_isl4096_ctx8192,q_b_proj,sm90_fp8_gemm_1d2d_impl,0.42869060000000003,5
agg_aic_p0_longctx_b8_isl4096_ctx8192,q_b_proj,per_token_group_quant_8bit_kernel,0.0161536,5
agg_aic_p0_longctx_b8_isl4096_ctx8192,rotary_emb,BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel,0.1064894,5
agg_aic_p0_mid_b8_isl2048_ctx8192,attn_mha,device_kernel,1.3241856,5
agg_aic_p0_mid_b8_isl2048_ctx8192,attn_mha,prepare_varlen_num_blocks_kernel,0.0031551999999999995,5
agg_aic_p0_mid_b8_isl2048_ctx8192,fused_qkv_a_proj_with_mqa,sm90_fp8_gemm_1d2d_impl,0.195296,5
agg_aic_p0_mid_b8_isl2048_ctx8192,fused_qkv_a_proj_with_mqa,per_token_group_quant_8bit_kernel,0.07343999999999999,5
agg_aic_p0_mid_b8_isl2048_ctx8192,kv_a_layernorm,RMSNormKernel,0.0131712,5
agg_aic_p0_mid_b8_isl2048_ctx8192,kv_b_proj,sm90_fp8_gemm_1d2d_impl,0.5473472,5
agg_aic_p0_mid_b8_isl2048_ctx8192,kv_b_proj,per_token_group_quant_8bit_kernel,0.0116352,5
agg_aic_p0_mid_b8_isl2048_ctx8192,o_proj,sm90_fp8_gemm_1d2d_impl,1.1010681999999998,5
agg_aic_p0_mid_b8_isl2048_ctx8192,o_proj,per_token_group_quant_8bit_kernel,0.1597694,5
agg_aic_p0_mid_b8_isl2048_ctx8192,q_a_layernorm,RMSNormKernel,0.0179392,5
agg_aic_p0_mid_b8_isl2048_ctx8192,q_b_proj,sm90_fp8_gemm_1d2d_impl,0.4265088,5
agg_aic_p0_mid_b8_isl2048_ctx8192,q_b_proj,per_token_group_quant_8bit_kernel,0.015968,5
agg_aic_p0_mid_b8_isl2048_ctx8192,rotary_emb,BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel,0.10553599999999999,5
agg_aic_p0_prefill_heavy_b16_isl512_ctx4096,attn_mqa,device_kernel,0.9184243999999999,5
agg_aic_p0_prefill_heavy_b16_isl512_ctx4096,attn_mqa,set_mla_kv_buffer_kernel,0.01376,5
agg_aic_p0_prefill_heavy_b16_isl512_ctx4096,attn_mqa,prepare_varlen_num_blocks_kernel,0.0032576000000000003,5
agg_aic_p0_prefill_heavy_b16_isl512_ctx4096,fused_qkv_a_proj_with_mqa,sm90_fp8_gemm_1d2d_impl,0.106272,5
agg_aic_p0_prefill_heavy_b16_isl512_ctx4096,fused_qkv_a_proj_with_mqa,per_token_group_quant_8bit_kernel,0.039206399999999995,5
agg_aic_p0_prefill_heavy_b16_isl512_ctx4096,kv_a_layernorm,RMSNormKernel,0.0071871999999999995,5
agg_aic_p0_prefill_heavy_b16_isl512_ctx4096,o_proj,sm90_fp8_gemm_1d2d_impl,0.6304118,5
agg_aic_p0_prefill_heavy_b16_isl512_ctx4096,o_proj,per_token_group_quant_8bit_kernel,0.0811392,5
agg_aic_p0_prefill_heavy_b16_isl512_ctx4096,q_a_layernorm,RMSNormKernel,0.0092608,5
agg_aic_p0_prefill_heavy_b16_isl512_ctx4096,q_b_proj,sm90_fp8_gemm_1d2d_impl,0.2284668,5
agg_aic_p0_prefill_heavy_b16_isl512_ctx4096,q_b_proj,per_token_group_quant_8bit_kernel,0.0079808,5
agg_aic_p0_prefill_heavy_b16_isl512_ctx4096,rotary_emb,BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel,0.054067,5
agg_aic_p0_small_b8_isl512_ctx2048,attn_mqa,device_kernel,0.47131460000000003,5
agg_aic_p0_small_b8_isl512_ctx2048,attn_mqa,set_mla_kv_buffer_kernel,0.0075646,5
agg_aic_p0_small_b8_isl512_ctx2048,attn_mqa,prepare_varlen_num_blocks_kernel,0.0032448,5
agg_aic_p0_small_b8_isl512_ctx2048,fused_qkv_a_proj_with_mqa,sm90_fp8_gemm_1d2d_impl,0.059321599999999995,5
agg_aic_p0_small_b8_isl512_ctx2048,fused_qkv_a_proj_with_mqa,per_token_group_quant_8bit_kernel,0.0203772,5
agg_aic_p0_small_b8_isl512_ctx2048,kv_a_layernorm,RMSNormKernel,0.0045376,5
agg_aic_p0_small_b8_isl512_ctx2048,o_proj,sm90_fp8_gemm_1d2d_impl,0.3369786,5
agg_aic_p0_small_b8_isl512_ctx2048,o_proj,per_token_group_quant_8bit_kernel,0.0412734,5
agg_aic_p0_small_b8_isl512_ctx2048,q_a_layernorm,RMSNormKernel,0.0054974,5
agg_aic_p0_small_b8_isl512_ctx2048,q_b_proj,sm90_fp8_gemm_1d2d_impl,0.1255552,5
agg_aic_p0_small_b8_isl512_ctx2048,q_b_proj,per_token_group_quant_8bit_kernel,0.004768,5
agg_aic_p0_small_b8_isl512_ctx2048,rotary_emb,BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel,0.027839999999999997,5
agg_aic_prefix_probe_b12_isl1024_prefix512_ctx4096,attn_mha,device_kernel,0.48259179999999996,5
agg_aic_prefix_probe_b12_isl1024_prefix512_ctx4096,attn_mha,prepare_varlen_num_blocks_kernel,0.003328,5
agg_aic_prefix_probe_b12_isl1024_prefix512_ctx4096,fused_qkv_a_proj_with_mqa,sm90_fp8_gemm_1d2d_impl,0.059692800000000004,5
agg_aic_prefix_probe_b12_isl1024_prefix512_ctx4096,fused_qkv_a_proj_with_mqa,per_token_group_quant_8bit_kernel,0.0204736,5
agg_aic_prefix_probe_b12_isl1024_prefix512_ctx4096,kv_a_layernorm,RMSNormKernel,0.0050111999999999995,5
agg_aic_prefix_probe_b12_isl1024_prefix512_ctx4096,kv_b_proj,sm90_fp8_gemm_1d2d_impl,0.403059,5
agg_aic_prefix_probe_b12_isl1024_prefix512_ctx4096,kv_b_proj,per_token_group_quant_8bit_kernel,0.009152,5
agg_aic_prefix_probe_b12_isl1024_prefix512_ctx4096,o_proj,sm90_fp8_gemm_1d2d_impl,0.33310059999999997,5
agg_aic_prefix_probe_b12_isl1024_prefix512_ctx4096,o_proj,per_token_group_quant_8bit_kernel,0.041344000000000006,5
agg_aic_prefix_probe_b12_isl1024_prefix512_ctx4096,q_a_layernorm,RMSNormKernel,0.005388800000000001,5
agg_aic_prefix_probe_b12_isl1024_prefix512_ctx4096,q_b_proj,sm90_fp8_gemm_1d2d_impl,0.12541419999999998,5
agg_aic_prefix_probe_b12_isl1024_prefix512_ctx4096,q_b_proj,per_token_group_quant_8bit_kernel,0.0048448,5
agg_aic_prefix_probe_b12_isl1024_prefix512_ctx4096,rotary_emb,BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel,0.026739199999999998,5
agg_aic_prefix_probe_b12_isl4096_prefix2048_ctx8192,attn_mha,device_kernel,2.4685948,5
agg_aic_prefix_probe_b12_isl4096_prefix2048_ctx8192,attn_mha,prepare_varlen_num_blocks_kernel,0.0033152,5
agg_aic_prefix_probe_b12_isl4096_prefix2048_ctx8192,fused_qkv_a_proj_with_mqa,sm90_fp8_gemm_1d2d_impl,0.1066368,5
agg_aic_prefix_probe_b12_isl4096_prefix2048_ctx8192,fused_qkv_a_proj_with_mqa,per_token_group_quant_8bit_kernel,0.0387648,5
agg_aic_prefix_probe_b12_isl4096_prefix2048_ctx8192,kv_a_layernorm,RMSNormKernel,0.0082624,5
agg_aic_prefix_probe_b12_isl4096_prefix2048_ctx8192,kv_b_proj,sm90_fp8_gemm_1d2d_impl,1.8507453999999999,5
agg_aic_prefix_probe_b12_isl4096_prefix2048_ctx8192,kv_b_proj,per_token_group_quant_8bit_kernel,0.032256,5
agg_aic_prefix_probe_b12_isl4096_prefix2048_ctx8192,o_proj,sm90_fp8_gemm_1d2d_impl,0.6299258,5
agg_aic_prefix_probe_b12_isl4096_prefix2048_ctx8192,o_proj,per_token_group_quant_8bit_kernel,0.08033280000000001,5
agg_aic_prefix_probe_b12_isl4096_prefix2048_ctx8192,q_a_layernorm,RMSNormKernel,0.0093248,5
agg_aic_prefix_probe_b12_isl4096_prefix2048_ctx8192,q_b_proj,sm90_fp8_gemm_1d2d_impl,0.22718080000000002,5
agg_aic_prefix_probe_b12_isl4096_prefix2048_ctx8192,q_b_proj,per_token_group_quant_8bit_kernel,0.007449600000000001,5
agg_aic_prefix_probe_b12_isl4096_prefix2048_ctx8192,rotary_emb,BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel,0.0526656,5
agg_aic_prefix_probe_b24_isl1280_prefix1024_ctx10240,attn_mha,device_kernel,0.9545266,5
agg_aic_prefix_probe_b24_isl1280_prefix1024_ctx10240,attn_mha,prepare_varlen_num_blocks_kernel,0.0034048000000000004,5
agg_aic_prefix_probe_b24_isl1280_prefix1024_ctx10240,fused_qkv_a_proj_with_mqa,sm90_fp8_gemm_1d2d_impl,0.059558200000000006,5
agg_aic_prefix_probe_b24_isl1280_prefix1024_ctx10240,fused_qkv_a_proj_with_mqa,per_token_group_quant_8bit_kernel,0.0205504,5
agg_aic_prefix_probe_b24_isl1280_prefix1024_ctx10240,kv_a_layernorm,RMSNormKernel,0.005216,5
agg_aic_prefix_probe_b24_isl1280_prefix1024_ctx10240,kv_b_proj,sm90_fp8_gemm_1d2d_impl,1.1291758,5
agg_aic_prefix_probe_b24_isl1280_prefix1024_ctx10240,kv_b_proj,per_token_group_quant_8bit_kernel,0.0212992,5
agg_aic_prefix_probe_b24_isl1280_prefix1024_ctx10240,o_proj,sm90_fp8_gemm_1d2d_impl,0.3354042,5
agg_aic_prefix_probe_b24_isl1280_prefix1024_ctx10240,o_proj,per_token_group_quant_8bit_kernel,0.0414528,5
agg_aic_prefix_probe_b24_isl1280_prefix1024_ctx10240,q_a_layernorm,RMSNormKernel,0.005728,5
agg_aic_prefix_probe_b24_isl1280_prefix1024_ctx10240,q_b_proj,sm90_fp8_gemm_1d2d_impl,0.1258046,5
agg_aic_prefix_probe_b24_isl1280_prefix1024_ctx10240,q_b_proj,per_token_group_quant_8bit_kernel,0.0049152,5
agg_aic_prefix_probe_b24_isl1280_prefix1024_ctx10240,rotary_emb,BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel,0.0263232,5
