tag,aic_model,op_name,op_order,latency_ms,source,batch_size,fresh_len,prefix_len,tp_size,x_tokens,kvcache_quant_mode,fmha_quant_mode,gemm_quant_mode
req1_equal_fresh_regular_b4_f2048_p0,DeepSeekModel,context_downscale_gemm,1,0.2456398527120191,silicon,4,2048,0,1,8192,fp8,bfloat16,fp8_block
req1_equal_fresh_regular_b4_f2048_p0,DeepSeekModel,context_q_b_proj_gemm,2,0.488262538037269,silicon,4,2048,0,1,8192,fp8,bfloat16,fp8_block
req1_equal_fresh_regular_b4_f2048_p0,DeepSeekModel,context_kv_b_proj_gemm,3,0.3102047981000414,silicon,4,2048,0,1,8192,fp8,bfloat16,fp8_block
req1_equal_fresh_regular_b4_f2048_p0,DeepSeekModel,context_attention,4,4.249299240112305,silicon,4,2048,0,1,8192,fp8,bfloat16,fp8_block
req1_equal_fresh_regular_b4_f2048_p0,DeepSeekModel,context_proj_gemm,5,1.5217955907185872,silicon,4,2048,0,1,8192,fp8,bfloat16,fp8_block
req1_equal_fresh_regular_b4_f512_p0,DeepSeekModel,context_downscale_gemm,1,0.0630510951959059,silicon,4,512,0,1,2048,fp8,bfloat16,fp8_block
req1_equal_fresh_regular_b4_f512_p0,DeepSeekModel,context_q_b_proj_gemm,2,0.12611210346221924,silicon,4,512,0,1,2048,fp8,bfloat16,fp8_block
req1_equal_fresh_regular_b4_f512_p0,DeepSeekModel,context_kv_b_proj_gemm,3,0.07440256371217616,silicon,4,512,0,1,2048,fp8,bfloat16,fp8_block
req1_equal_fresh_regular_b4_f512_p0,DeepSeekModel,context_attention,4,0.4532000064849854,silicon,4,512,0,1,2048,fp8,bfloat16,fp8_block
req1_equal_fresh_regular_b4_f512_p0,DeepSeekModel,context_proj_gemm,5,0.4009973208109538,silicon,4,512,0,1,2048,fp8,bfloat16,fp8_block
req1_equal_fresh_regular_b8_f1_p0,DeepSeekModel,context_downscale_gemm,1,0.012985891592101177,silicon,8,1,0,1,8,fp8,bfloat16,fp8_block
req1_equal_fresh_regular_b8_f1_p0,DeepSeekModel,context_q_b_proj_gemm,2,0.02166415702283772,silicon,8,1,0,1,8,fp8,bfloat16,fp8_block
req1_equal_fresh_regular_b8_f1_p0,DeepSeekModel,context_kv_b_proj_gemm,3,0.01259111077372545,silicon,8,1,0,1,8,fp8,bfloat16,fp8_block
req1_equal_fresh_regular_b8_f1_p0,DeepSeekModel,context_attention,4,0.020876799523830415,silicon,8,1,0,1,8,fp8,bfloat16,fp8_block
req1_equal_fresh_regular_b8_f1_p0,DeepSeekModel,context_proj_gemm,5,0.04823377728462219,silicon,8,1,0,1,8,fp8,bfloat16,fp8_block
req1_equal_prefix_regular_b1_f8192_p0,DeepSeekModel,context_downscale_gemm,1,0.2456398527120191,silicon,1,8192,0,1,8192,fp8,bfloat16,fp8_block
req1_equal_prefix_regular_b1_f8192_p0,DeepSeekModel,context_q_b_proj_gemm,2,0.488262538037269,silicon,1,8192,0,1,8192,fp8,bfloat16,fp8_block
req1_equal_prefix_regular_b1_f8192_p0,DeepSeekModel,context_kv_b_proj_gemm,3,0.3102047981000414,silicon,1,8192,0,1,8192,fp8,bfloat16,fp8_block
req1_equal_prefix_regular_b1_f8192_p0,DeepSeekModel,context_attention,4,14.420318603515625,silicon,1,8192,0,1,8192,fp8,bfloat16,fp8_block
req1_equal_prefix_regular_b1_f8192_p0,DeepSeekModel,context_proj_gemm,5,1.5217955907185872,silicon,1,8192,0,1,8192,fp8,bfloat16,fp8_block
req1_equal_prefix_regular_b1_f8192_p1024,DeepSeekModel,context_downscale_gemm,1,0.2456398527120191,silicon,1,8192,1024,1,8192,fp8,bfloat16,fp8_block
req1_equal_prefix_regular_b1_f8192_p1024,DeepSeekModel,context_q_b_proj_gemm,2,0.488262538037269,silicon,1,8192,1024,1,8192,fp8,bfloat16,fp8_block
req1_equal_prefix_regular_b1_f8192_p1024,DeepSeekModel,context_kv_b_proj_gemm,3,0.3102047981000414,silicon,1,8192,1024,1,8192,fp8,bfloat16,fp8_block
req1_equal_prefix_regular_b1_f8192_p1024,DeepSeekModel,context_attention,4,19.12323858317533,silicon,1,8192,1024,1,8192,fp8,bfloat16,fp8_block
req1_equal_prefix_regular_b1_f8192_p1024,DeepSeekModel,context_proj_gemm,5,1.5217955907185872,silicon,1,8192,1024,1,8192,fp8,bfloat16,fp8_block
req1_equal_prefix_regular_b1_f8192_p10500,DeepSeekModel,context_downscale_gemm,1,0.2456398527120191,silicon,1,8192,10500,1,8192,fp8,bfloat16,fp8_block
req1_equal_prefix_regular_b1_f8192_p10500,DeepSeekModel,context_q_b_proj_gemm,2,0.488262538037269,silicon,1,8192,10500,1,8192,fp8,bfloat16,fp8_block
req1_equal_prefix_regular_b1_f8192_p10500,DeepSeekModel,context_kv_b_proj_gemm,3,0.3102047981000414,silicon,1,8192,10500,1,8192,fp8,bfloat16,fp8_block
req1_equal_prefix_regular_b1_f8192_p10500,DeepSeekModel,context_attention,4,51.36071812294356,silicon,1,8192,10500,1,8192,fp8,bfloat16,fp8_block
req1_equal_prefix_regular_b1_f8192_p10500,DeepSeekModel,context_proj_gemm,5,1.5217955907185872,silicon,1,8192,10500,1,8192,fp8,bfloat16,fp8_block
req1_equal_prefix_regular_b1_f8192_p32000,DeepSeekModel,context_downscale_gemm,1,0.2456398527120191,silicon,1,8192,32000,1,8192,fp8,bfloat16,fp8_block
req1_equal_prefix_regular_b1_f8192_p32000,DeepSeekModel,context_q_b_proj_gemm,2,0.488262538037269,silicon,1,8192,32000,1,8192,fp8,bfloat16,fp8_block
req1_equal_prefix_regular_b1_f8192_p32000,DeepSeekModel,context_kv_b_proj_gemm,3,0.3102047981000414,silicon,1,8192,32000,1,8192,fp8,bfloat16,fp8_block
req1_equal_prefix_regular_b1_f8192_p32000,DeepSeekModel,context_attention,4,136.10625782836166,silicon,1,8192,32000,1,8192,fp8,bfloat16,fp8_block
req1_equal_prefix_regular_b1_f8192_p32000,DeepSeekModel,context_proj_gemm,5,1.5217955907185872,silicon,1,8192,32000,1,8192,fp8,bfloat16,fp8_block
req1_equal_prefix_regular_b1_f8192_p4096,DeepSeekModel,context_downscale_gemm,1,0.2456398527120191,silicon,1,8192,4096,1,8192,fp8,bfloat16,fp8_block
req1_equal_prefix_regular_b1_f8192_p4096,DeepSeekModel,context_q_b_proj_gemm,2,0.488262538037269,silicon,1,8192,4096,1,8192,fp8,bfloat16,fp8_block
req1_equal_prefix_regular_b1_f8192_p4096,DeepSeekModel,context_kv_b_proj_gemm,3,0.3102047981000414,silicon,1,8192,4096,1,8192,fp8,bfloat16,fp8_block
req1_equal_prefix_regular_b1_f8192_p4096,DeepSeekModel,context_attention,4,28.439954969618054,silicon,1,8192,4096,1,8192,fp8,bfloat16,fp8_block
req1_equal_prefix_regular_b1_f8192_p4096,DeepSeekModel,context_proj_gemm,5,1.5217955907185872,silicon,1,8192,4096,1,8192,fp8,bfloat16,fp8_block
req1_equal_prefix_regular_b1_f8192_p8192,DeepSeekModel,context_downscale_gemm,1,0.2456398527120191,silicon,1,8192,8192,1,8192,fp8,bfloat16,fp8_block
req1_equal_prefix_regular_b1_f8192_p8192,DeepSeekModel,context_q_b_proj_gemm,2,0.488262538037269,silicon,1,8192,8192,1,8192,fp8,bfloat16,fp8_block
req1_equal_prefix_regular_b1_f8192_p8192,DeepSeekModel,context_kv_b_proj_gemm,3,0.3102047981000414,silicon,1,8192,8192,1,8192,fp8,bfloat16,fp8_block
req1_equal_prefix_regular_b1_f8192_p8192,DeepSeekModel,context_attention,4,43.00626525878906,silicon,1,8192,8192,1,8192,fp8,bfloat16,fp8_block
req1_equal_prefix_regular_b1_f8192_p8192,DeepSeekModel,context_proj_gemm,5,1.5217955907185872,silicon,1,8192,8192,1,8192,fp8,bfloat16,fp8_block
req1_equal_prefix_regular_b2_f4096_p4096,DeepSeekModel,context_downscale_gemm,1,0.2456398527120191,silicon,2,4096,4096,1,8192,fp8,bfloat16,fp8_block
req1_equal_prefix_regular_b2_f4096_p4096,DeepSeekModel,context_q_b_proj_gemm,2,0.488262538037269,silicon,2,4096,4096,1,8192,fp8,bfloat16,fp8_block
req1_equal_prefix_regular_b2_f4096_p4096,DeepSeekModel,context_kv_b_proj_gemm,3,0.3102047981000414,silicon,2,4096,4096,1,8192,fp8,bfloat16,fp8_block
req1_equal_prefix_regular_b2_f4096_p4096,DeepSeekModel,context_attention,4,22.278453826904297,silicon,2,4096,4096,1,8192,fp8,bfloat16,fp8_block
req1_equal_prefix_regular_b2_f4096_p4096,DeepSeekModel,context_proj_gemm,5,1.5217955907185872,silicon,2,4096,4096,1,8192,fp8,bfloat16,fp8_block
req1_equal_prefix_regular_b4_f2048_p1024,DeepSeekModel,context_downscale_gemm,1,0.2456398527120191,silicon,4,2048,1024,1,8192,fp8,bfloat16,fp8_block
req1_equal_prefix_regular_b4_f2048_p1024,DeepSeekModel,context_q_b_proj_gemm,2,0.488262538037269,silicon,4,2048,1024,1,8192,fp8,bfloat16,fp8_block
req1_equal_prefix_regular_b4_f2048_p1024,DeepSeekModel,context_kv_b_proj_gemm,3,0.3102047981000414,silicon,4,2048,1024,1,8192,fp8,bfloat16,fp8_block
req1_equal_prefix_regular_b4_f2048_p1024,DeepSeekModel,context_attention,4,7.979227023654513,silicon,4,2048,1024,1,8192,fp8,bfloat16,fp8_block
req1_equal_prefix_regular_b4_f2048_p1024,DeepSeekModel,context_proj_gemm,5,1.5217955907185872,silicon,4,2048,1024,1,8192,fp8,bfloat16,fp8_block
req1_equal_prefix_regular_b4_f512_p512,DeepSeekModel,context_downscale_gemm,1,0.0630510951959059,silicon,4,512,512,1,2048,fp8,bfloat16,fp8_block
req1_equal_prefix_regular_b4_f512_p512,DeepSeekModel,context_q_b_proj_gemm,2,0.12611210346221924,silicon,4,512,512,1,2048,fp8,bfloat16,fp8_block
req1_equal_prefix_regular_b4_f512_p512,DeepSeekModel,context_kv_b_proj_gemm,3,0.07440256371217616,silicon,4,512,512,1,2048,fp8,bfloat16,fp8_block
req1_equal_prefix_regular_b4_f512_p512,DeepSeekModel,context_attention,4,0.955268383026123,silicon,4,512,512,1,2048,fp8,bfloat16,fp8_block
req1_equal_prefix_regular_b4_f512_p512,DeepSeekModel,context_proj_gemm,5,0.4009973208109538,silicon,4,512,512,1,2048,fp8,bfloat16,fp8_block
