tag,child_name,child_label,child_order,mean_duration_ms,median_duration_ms,sample_count,kernel_row_count_mean,kernel_names
req1_equal_prefix_regular_b1_f8192_p8192,kv_b_proj,kv_b_proj,6,0.566552,0.5676319999999999,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_prefix_regular_b1_f8192_p8192,attn_mha,attn_mha,7,10.38431175,10.217536,4,2.0,"device_kernel,prepare_varlen_num_blocks_kernel"
req1_equal_prefix_regular_b1_f8192_p8192,o_proj,o_proj,9,1.33575125,1.341663,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_prefix_regular_b2_f4096_p4096,fused_qkv_a_proj_with_mqa,qkv_a_proj,1,0.273168,0.268848,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_prefix_regular_b2_f4096_p4096,q_a_layernorm,q_a_norm,2,0.017808,0.017744,4,1.0,RMSNormKernel
req1_equal_prefix_regular_b2_f4096_p4096,kv_a_layernorm,kv_a_norm,3,0.013552,0.013536,4,1.0,RMSNormKernel
req1_equal_prefix_regular_b2_f4096_p4096,q_b_proj,q_b_proj,4,0.452736,0.447616,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_prefix_regular_b2_f4096_p4096,rotary_emb,rotary,5,0.10548,0.10544,4,1.0,BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel
req1_equal_prefix_regular_b2_f4096_p4096,kv_b_proj,kv_b_proj,6,0.56203175,0.5610075,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_prefix_regular_b2_f4096_p4096,attn_mha,attn_mha,7,5.293446,5.291614,4,2.0,"device_kernel,prepare_varlen_num_blocks_kernel"
req1_equal_prefix_regular_b2_f4096_p4096,o_proj,o_proj,9,1.28801575,1.2671355,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_prefix_regular_b4_f2048_p1024,fused_qkv_a_proj_with_mqa,qkv_a_proj,1,0.26776,0.267792,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_prefix_regular_b4_f2048_p1024,q_a_layernorm,q_a_norm,2,0.017776,0.01768,4,1.0,RMSNormKernel
req1_equal_prefix_regular_b4_f2048_p1024,kv_a_layernorm,kv_a_norm,3,0.01304,0.013008,4,1.0,RMSNormKernel
req1_equal_prefix_regular_b4_f2048_p1024,q_b_proj,q_b_proj,4,0.4456715,0.4435835,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_prefix_regular_b4_f2048_p1024,rotary_emb,rotary,5,0.104792,0.1048,4,1.0,BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel
req1_equal_prefix_regular_b4_f2048_p1024,kv_b_proj,kv_b_proj,6,0.416792,0.40134400000000003,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_prefix_regular_b4_f2048_p1024,attn_mha,attn_mha,7,1.9695912500000001,1.969903,4,2.0,"device_kernel,prepare_varlen_num_blocks_kernel"
req1_equal_prefix_regular_b4_f2048_p1024,o_proj,o_proj,9,1.2485755,1.2483035,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_prefix_regular_b4_f512_p512,fused_qkv_a_proj_with_mqa,qkv_a_proj,1,0.0736,0.073504,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_prefix_regular_b4_f512_p512,q_a_layernorm,q_a_norm,2,0.005528,0.005520000000000001,4,1.0,RMSNormKernel
req1_equal_prefix_regular_b4_f512_p512,kv_a_layernorm,kv_a_norm,3,0.004952,0.005024,4,1.0,RMSNormKernel
req1_equal_prefix_regular_b4_f512_p512,q_b_proj,q_b_proj,4,0.12051175,0.120272,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_prefix_regular_b4_f512_p512,rotary_emb,rotary,5,0.0264,0.02648,4,1.0,BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel
req1_equal_prefix_regular_b4_f512_p512,kv_b_proj,kv_b_proj,6,0.147288,0.146656,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
req1_equal_prefix_regular_b4_f512_p512,attn_mha,attn_mha,7,0.25336000000000003,0.252496,4,2.0,"device_kernel,prepare_varlen_num_blocks_kernel"
req1_equal_prefix_regular_b4_f512_p512,o_proj,o_proj,9,0.36967175,0.369056,4,2.0,"per_token_group_quant_8bit_kernel,sm90_fp8_gemm_1d2d_impl"
