framework,version,device,op_name,kernel_source,moe_dtype,num_tokens,hidden_size,inter_size,topk,num_experts,moe_tp_size,moe_ep_size,distribution,latency
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,256,4096,1536,8,128,16,4,balanced,0.01787123863908767
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,320,4096,1536,8,128,16,4,balanced,0.018561215474069654
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,384,4096,1536,8,128,16,4,balanced,0.020077835943361492
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,512,4096,1536,8,128,16,4,balanced,0.021378161300328092
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,768,4096,1536,8,128,16,4,balanced,0.022893400878872518
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,1024,4096,1536,8,128,16,4,balanced,0.02587995677290836
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,1536,4096,1536,8,128,16,4,balanced,0.029839875047477944
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,2048,4096,1536,8,128,16,4,balanced,0.03666122549399418
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,3072,4096,1536,8,128,16,4,balanced,0.050264818304114715
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,4096,4096,1536,8,128,16,4,balanced,0.06267187334166457
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,6144,4096,1536,8,128,16,4,balanced,0.08617547252671313
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,8192,4096,1536,8,128,16,4,balanced,0.1102670139791078
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,12288,4096,1536,8,128,16,4,balanced,0.15842573203399754
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,16384,4096,1536,8,128,16,4,balanced,0.20625843787111006
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,20480,4096,1536,8,128,16,4,balanced,0.25415311628024334
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,32768,4096,1536,8,128,16,4,balanced,0.3976019512433704
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,65536,4096,1536,8,128,16,4,balanced,0.7698715213933707
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,1,7168,2048,8,384,8,4,balanced,0.01740412097988706
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,2,7168,2048,8,384,8,4,balanced,0.03480824195977412
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,4,7168,2048,8,384,8,4,balanced,0.06961648391954824
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,8,7168,2048,8,384,8,4,balanced,0.13923296783909647
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,16,7168,2048,8,384,8,4,balanced,0.27846593567819294
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,32,7168,2048,8,384,8,4,balanced,0.5569318713563859
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,48,7168,2048,8,384,8,4,balanced,0.8353978070345787
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,64,7168,2048,8,384,8,4,balanced,0.05143345902604527
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,80,7168,2048,8,384,8,4,balanced,0.05176645690808705
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,96,7168,2048,8,384,8,4,balanced,0.052008454548684344
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,128,7168,2048,8,384,8,4,balanced,0.05285503690280328
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,160,7168,2048,8,384,8,4,balanced,0.05141572936353267
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,192,7168,2048,8,384,8,4,balanced,0.052084463154602474
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,256,7168,2048,8,384,8,4,balanced,0.05395092671555573
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,320,7168,2048,8,384,8,4,balanced,0.05479559197677145
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,384,7168,2048,8,384,8,4,balanced,0.057178336269700744
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,512,7168,2048,8,384,8,4,balanced,0.05954853940862845
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,768,7168,2048,8,384,8,4,balanced,0.0657146882418772
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,1024,7168,2048,8,384,8,4,balanced,0.07149429554803738
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,1536,7168,2048,8,384,8,4,balanced,0.08296655873564861
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,2048,7168,2048,8,384,8,4,balanced,0.09258877005282962
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,3072,7168,2048,8,384,8,4,balanced,0.11068843457164743
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,4096,7168,2048,8,384,8,4,balanced,0.13045246634451058
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,6144,7168,2048,8,384,8,4,balanced,0.17742982975954114
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,8192,7168,2048,8,384,8,4,balanced,0.21702912200767777
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,12288,7168,2048,8,384,8,4,balanced,0.3092276456080792
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,16384,7168,2048,8,384,8,4,balanced,0.3911355973202774
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,20480,7168,2048,8,384,8,4,balanced,0.4769615801754865
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,32768,7168,2048,8,384,8,4,balanced,0.7322733901423213
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,65536,7168,2048,8,384,8,4,balanced,1.3995988746648342
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,1,4096,1536,8,128,8,4,power_law_1.2,0.011992436105554727
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,2,4096,1536,8,128,8,4,power_law_1.2,0.023984872211109454
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,4,4096,1536,8,128,8,4,power_law_1.2,0.04796974442221891
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,8,4096,1536,8,128,8,4,power_law_1.2,0.09593948884443781
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,16,4096,1536,8,128,8,4,power_law_1.2,0.19187897768887563
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,1,6144,2560,8,160,4,4,power_law_1.2,0.017687273025512686
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,32,4096,1536,8,128,8,4,power_law_1.2,0.01670534803020791
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,2,6144,2560,8,160,4,4,power_law_1.2,0.03537454605102537
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,48,4096,1536,8,128,8,4,power_law_1.2,0.019816728618621302
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,4,6144,2560,8,160,4,4,power_law_1.2,0.07074909210205074
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,64,4096,1536,8,128,8,4,power_law_1.2,0.020024421361096098
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,8,6144,2560,8,160,4,4,power_law_1.2,0.14149818420410148
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,80,4096,1536,8,128,8,4,power_law_1.2,0.02005308238844337
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,96,4096,1536,8,128,8,4,power_law_1.2,0.0205357800931814
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,16,6144,2560,8,160,4,4,power_law_1.2,0.28299636840820297
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,1,7168,2048,8,256,4,64,power_law_1.01,0.02809949137947775
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,128,4096,1536,8,128,8,4,power_law_1.2,0.0209526852380363
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,32,6144,2560,8,160,4,4,power_law_1.2,0.03501433224199871
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,160,4096,1536,8,128,8,4,power_law_1.2,0.02194044748769655
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,48,6144,2560,8,160,4,4,power_law_1.2,0.037861034701124015
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,192,4096,1536,8,128,8,4,power_law_1.2,0.022309330888435806
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,2,7168,2048,8,256,4,64,power_law_1.01,0.020482327483728493
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,64,6144,2560,8,160,4,4,power_law_1.2,0.03993841532325038
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,256,4096,1536,8,128,8,4,power_law_1.2,0.023649398484178755
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,80,6144,2560,8,160,4,4,power_law_1.2,0.04055390743849582
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,320,4096,1536,8,128,8,4,power_law_1.2,0.024784328251616673
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,4,7168,2048,8,256,4,64,power_law_1.01,0.016486714233195556
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,384,4096,1536,8,128,8,4,power_law_1.2,0.02628137924619395
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,96,6144,2560,8,160,4,4,power_law_1.2,0.04122735422529544
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,512,4096,1536,8,128,8,4,power_law_1.2,0.028420571554545828
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,128,6144,2560,8,160,4,4,power_law_1.2,0.04250707261469743
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,8,7168,2048,8,256,4,64,power_law_1.01,0.016982444504334924
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,768,4096,1536,8,128,8,4,power_law_1.2,0.03027676905121538
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,160,6144,2560,8,160,4,4,power_law_1.2,0.04383420473260264
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,1024,4096,1536,8,128,8,4,power_law_1.2,0.034202688329737475
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,192,6144,2560,8,160,4,4,power_law_1.2,0.04497938172930297
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,16,7168,2048,8,256,4,64,power_law_1.01,0.03396488900866985
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,1536,4096,1536,8,128,8,4,power_law_1.2,0.03991314674529712
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,256,6144,2560,8,160,4,4,power_law_1.2,0.046856167194916545
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,2048,4096,1536,8,128,8,4,power_law_1.2,0.047358529408159517
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,320,6144,2560,8,160,4,4,power_law_1.2,0.048195748116514836
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,32,7168,2048,8,256,4,64,power_law_1.01,0.0679297780173397
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,3072,4096,1536,8,128,8,4,power_law_1.2,0.05528637059767697
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,384,6144,2560,8,160,4,4,power_law_1.2,0.05038560060607074
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,4096,4096,1536,8,128,8,4,power_law_1.2,0.07023402783659123
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,512,6144,2560,8,160,4,4,power_law_1.2,0.05381182715973836
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,48,7168,2048,8,256,4,64,power_law_1.01,0.01776641989714952
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,6144,4096,1536,8,128,8,4,power_law_1.2,0.09975553027240551
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,768,6144,2560,8,160,4,4,power_law_1.2,0.060849242501880875
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,8192,4096,1536,8,128,8,4,power_law_1.2,0.12364490019246908
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,64,7168,2048,8,256,4,64,power_law_1.01,0.018360610170443818
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,1024,6144,2560,8,160,4,4,power_law_1.2,0.06753551917515853
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,1536,6144,2560,8,160,4,4,power_law_1.2,0.07761520605503493
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,12288,4096,1536,8,128,8,4,power_law_1.2,0.1640099494104167
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,80,7168,2048,8,256,4,64,power_law_1.01,0.01975229929292654
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,2048,6144,2560,8,160,4,4,power_law_1.2,0.08927421172539042
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,16384,4096,1536,8,128,8,4,power_law_1.2,0.22303969269211288
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,3072,6144,2560,8,160,4,4,power_law_1.2,0.1074044150128764
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,96,7168,2048,8,256,4,64,power_law_1.01,0.019785225255638
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,4096,6144,2560,8,160,4,4,power_law_1.2,0.13066181673625307
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,20480,4096,1536,8,128,8,4,power_law_1.2,0.28782150209664237
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,128,7168,2048,8,256,4,64,power_law_1.01,0.019890345198954225
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,6144,6144,2560,8,160,4,4,power_law_1.2,0.1881757681937113
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,160,7168,2048,8,256,4,64,power_law_1.01,0.01931544108125271
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,8192,6144,2560,8,160,4,4,power_law_1.2,0.2292773446519927
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,32768,4096,1536,8,128,8,4,power_law_1.2,0.4550130915281441
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,12288,6144,2560,8,160,4,4,power_law_1.2,0.3406335764184627
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,192,7168,2048,8,256,4,64,power_law_1.01,0.02027571025250416
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,256,7168,2048,8,256,4,64,power_law_1.01,0.020972493028620382
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,16384,6144,2560,8,160,4,4,power_law_1.2,0.4079918910697217
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,65536,4096,1536,8,128,8,4,power_law_1.2,0.8944989596356075
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,320,7168,2048,8,256,4,64,power_law_1.01,0.02185007696711163
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,20480,6144,2560,8,160,4,4,power_law_1.2,0.4846945145451501
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,384,7168,2048,8,256,4,64,power_law_1.01,0.02335218774328549
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,512,7168,2048,8,256,4,64,power_law_1.01,0.024995094303528288
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,32768,6144,2560,8,160,4,4,power_law_1.2,0.8367522659240934
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,768,7168,2048,8,256,4,64,power_law_1.01,0.026937470067287476
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,1024,7168,2048,8,256,4,64,power_law_1.01,0.029741621608310474
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,1536,7168,2048,8,256,4,64,power_law_1.01,0.034639360496045435
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,fp8,65536,6144,2560,8,160,4,4,power_law_1.2,1.5863420884193706
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,2048,7168,2048,8,256,4,64,power_law_1.01,0.03914913459860074
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,3072,7168,2048,8,256,4,64,power_law_1.01,0.04598608035249652
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,4096,7168,2048,8,256,4,64,power_law_1.01,0.05446137683199723
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,6144,7168,2048,8,256,4,64,power_law_1.01,0.06546986085890871
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,8192,7168,2048,8,256,4,64,power_law_1.01,0.08332501368440264
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,12288,7168,2048,8,256,4,64,power_law_1.01,0.11372256594052352
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,1,4096,1536,8,128,2,8,power_law_1.2,0.02526254437186498
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,16384,7168,2048,8,256,4,64,power_law_1.01,0.15277775747754083
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,2,4096,1536,8,128,2,8,power_law_1.2,0.05052508874372996
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,4,4096,1536,8,128,2,8,power_law_1.2,0.10105017748745992
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,8,4096,1536,8,128,2,8,power_law_1.2,0.20210035497491985
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,20480,7168,2048,8,256,4,64,power_law_1.01,0.18456342612961996
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,16,4096,1536,8,128,2,8,power_law_1.2,0.4042007099498397
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,1,2048,768,8,128,4,4,balanced,0.008855272423137309
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,2,2048,768,8,128,4,4,balanced,0.017710544846274618
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,4,2048,768,8,128,4,4,balanced,0.035421089692549236
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,32,4096,1536,8,128,2,8,power_law_1.2,0.025140077679516672
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,8,2048,768,8,128,4,4,balanced,0.07084217938509847
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,16,2048,768,8,128,4,4,balanced,0.14168435877019694
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,48,4096,1536,8,128,2,8,power_law_1.2,0.02925978877510296
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,32,2048,768,8,128,4,4,balanced,0.011492047765747712
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,48,2048,768,8,128,4,4,balanced,0.011508066281185666
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,64,2048,768,8,128,4,4,balanced,0.011512691979347772
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,80,2048,768,8,128,4,4,balanced,0.0121297341248257
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,96,2048,768,8,128,4,4,balanced,0.01219188382328277
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,128,2048,768,8,128,4,4,balanced,0.012271639496650203
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,32768,7168,2048,8,256,4,64,power_law_1.01,0.25980298168295424
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,160,2048,768,8,128,4,4,balanced,0.01250425534253309
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,192,2048,768,8,128,4,4,balanced,0.012938098846567195
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,256,2048,768,8,128,4,4,balanced,0.013572545961447946
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,320,2048,768,8,128,4,4,balanced,0.013835983358206398
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,384,2048,768,8,128,4,4,balanced,0.014884607995471491
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,512,2048,768,8,128,4,4,balanced,0.016345876213591955
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,768,2048,768,8,128,4,4,balanced,0.017916340792050497
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,1024,2048,768,8,128,4,4,balanced,0.01986858275204251
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,1536,2048,768,8,128,4,4,balanced,0.024290899647958716
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,2048,2048,768,8,128,4,4,balanced,0.027559455342116096
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,3072,2048,768,8,128,4,4,balanced,0.032553078387826964
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,moe,moe_torch_flow,bfloat16,64,4096,1536,8,128,2,8,power_law_1.2,0.030391752174665696
