framework,version,device,op_name,kernel_source,batch_size,isl,num_heads,num_key_value_heads,head_dim,beam_width,attn_dtype,kv_cache_dtype,step,latency
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,1,1,64,64,128,1,bfloat16,fp8,511,0.019262400269508363
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,1,1,64,64,128,1,bfloat16,bfloat16,1023,0.02256480008363724
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,1,1,64,64,128,1,bfloat16,fp8,1023,0.021695999801158904
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,1,1,64,64,128,1,bfloat16,bfloat16,2047,0.03976959884166718
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,1,1,64,64,128,1,bfloat16,fp8,2047,0.02876800000667572
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,2,1,64,64,128,1,bfloat16,bfloat16,1,0.013488000631332398
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,2,1,64,64,128,1,bfloat16,fp8,1,0.013486400246620178
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,2,1,64,64,128,1,bfloat16,bfloat16,3,0.01343040019273758
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,2,1,64,64,128,1,bfloat16,fp8,3,0.0135343998670578
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,2,1,64,64,128,1,bfloat16,bfloat16,7,0.013500800728797913
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,2,1,64,64,128,1,bfloat16,fp8,7,0.01353600025177002
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,2,1,64,64,128,1,bfloat16,bfloat16,15,0.0135343998670578
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,2,1,64,64,128,1,bfloat16,fp8,15,0.013568000495433807
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,2,1,64,64,128,1,bfloat16,bfloat16,31,0.013471999764442444
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,2,1,64,64,128,1,bfloat16,fp8,31,0.013488000631332398
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,2,1,64,64,128,1,bfloat16,bfloat16,63,0.013331200182437896
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,2,1,64,64,128,1,bfloat16,fp8,63,0.013307200372219085
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,2,1,64,64,128,1,bfloat16,bfloat16,127,0.013447999954223633
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,2,1,64,64,128,1,bfloat16,fp8,127,0.0135343998670578
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,2,1,64,64,128,1,bfloat16,bfloat16,255,0.01539359986782074
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,2,1,64,64,128,1,bfloat16,fp8,255,0.015484799444675446
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,2,1,64,64,128,1,bfloat16,bfloat16,511,0.020316800475120543
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,2,1,64,64,128,1,bfloat16,fp8,511,0.01916159987449646
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,2,1,64,64,128,1,bfloat16,bfloat16,1023,0.03840480148792267
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,2,1,64,64,128,1,bfloat16,fp8,1023,0.02715519964694977
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,1,1,64,64,128,1,bfloat16,fp8,15,0.0133200004696846
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,2,1,64,64,128,1,bfloat16,bfloat16,2047,0.060438400506973265
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,2,1,64,64,128,1,bfloat16,fp8,2047,0.04153119921684265
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,32,1,64,64,128,1,bfloat16,bfloat16,1,0.0703440010547638
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,32,1,64,64,128,1,bfloat16,fp8,1,0.08161439895629882
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,32,1,64,64,128,1,bfloat16,bfloat16,3,0.0702239990234375
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,32,1,64,64,128,1,bfloat16,fp8,3,0.08158400058746337
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,32,1,64,64,128,1,bfloat16,bfloat16,7,0.07062559723854064
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,32,1,64,64,128,1,bfloat16,fp8,7,0.08169919848442078
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,32,1,64,64,128,1,bfloat16,bfloat16,15,0.07078400254249573
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,32,1,64,64,128,1,bfloat16,bfloat16,31,0.07121599912643432
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,32,1,64,64,128,1,bfloat16,fp8,31,0.08231679797172546
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,32,1,64,64,128,1,bfloat16,fp8,15,0.08180959820747376
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,32,1,64,64,128,1,bfloat16,bfloat16,63,0.07692639827728272
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,32,1,64,64,128,1,bfloat16,bfloat16,127,0.08004800081253052
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,32,1,64,64,128,1,bfloat16,fp8,127,0.09338560104370117
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,32,1,64,64,128,1,bfloat16,fp8,63,0.08428320288658142
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,32,1,64,64,128,1,bfloat16,bfloat16,255,0.11749600172042847
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,32,1,64,64,128,1,bfloat16,fp8,255,0.11812479496002197
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,32,1,64,64,128,1,bfloat16,bfloat16,511,0.20164320468902588
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,32,1,64,64,128,1,bfloat16,fp8,511,0.17761119604110717
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,32,1,64,64,128,1,bfloat16,bfloat16,1023,0.3689824104309082
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,32,1,64,64,128,1,bfloat16,fp8,1023,0.27768640518188475
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,4,1,64,64,128,1,bfloat16,bfloat16,3,0.017127999663352968
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,4,1,64,64,128,1,bfloat16,fp8,3,0.017574399709701538
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,4,1,64,64,128,1,bfloat16,bfloat16,15,0.017260800302028655
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,4,1,64,64,128,1,bfloat16,fp8,15,0.017528000473976135
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,4,1,64,64,128,1,bfloat16,bfloat16,31,0.017263999581336974
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,4,1,64,64,128,1,bfloat16,fp8,31,0.017574399709701538
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,4,1,64,64,128,1,bfloat16,bfloat16,63,0.01733119934797287
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,4,1,64,64,128,1,bfloat16,fp8,63,0.017641599476337432
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,4,1,64,64,128,1,bfloat16,bfloat16,127,0.017504000663757326
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,4,1,64,64,128,1,bfloat16,fp8,127,0.01767359972000122
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,4,1,64,64,128,1,bfloat16,bfloat16,255,0.02404319941997528
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,4,1,64,64,128,1,bfloat16,fp8,255,0.021775999665260316
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,4,1,64,64,128,1,bfloat16,bfloat16,511,0.039683198928833006
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,4,1,64,64,128,1,bfloat16,bfloat16,1023,0.0625104010105133
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,4,1,64,64,128,1,bfloat16,bfloat16,1,0.017543999850749968
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,4,1,64,64,128,1,bfloat16,bfloat16,7,0.017236800491809846
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,4,1,64,64,128,1,bfloat16,fp8,7,0.01791680008172989
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,4,1,64,64,128,1,bfloat16,bfloat16,2047,0.10560959577560425
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,4,1,64,64,128,1,bfloat16,fp8,1023,0.0463919997215271
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,4,1,64,64,128,1,bfloat16,fp8,2047,0.06903839707374573
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,32,1,64,64,128,1,bfloat16,fp8,2047,0.460811185836792
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,128,1,64,64,128,1,bfloat16,bfloat16,1,0.23957440853118897
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,32,1,64,64,128,1,bfloat16,bfloat16,2047,0.7055840015411377
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,128,1,64,64,128,1,bfloat16,fp8,1,0.29850239753723146
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,128,1,64,64,128,1,bfloat16,bfloat16,7,0.23975200653076173
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,128,1,64,64,128,1,bfloat16,bfloat16,3,0.23947999477386475
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,4,1,64,64,128,1,bfloat16,fp8,511,0.029019200801849367
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,128,1,64,64,128,1,bfloat16,fp8,3,0.2987823963165283
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,128,1,64,64,128,1,bfloat16,bfloat16,15,0.24633920192718506
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,128,1,64,64,128,1,bfloat16,bfloat16,31,0.254915189743042
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,128,1,64,64,128,1,bfloat16,fp8,7,0.2967184066772461
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,128,1,64,64,128,1,bfloat16,fp8,31,0.3112704038619995
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,128,1,64,64,128,1,bfloat16,fp8,15,0.29581599235534667
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,128,1,64,64,128,1,bfloat16,fp8,63,0.3148751974105835
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,128,1,64,64,128,1,bfloat16,bfloat16,127,0.2667344093322754
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,128,1,64,64,128,1,bfloat16,bfloat16,63,0.25697600841522217
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,128,1,64,64,128,1,bfloat16,fp8,127,0.32918879985809324
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,128,1,64,64,128,1,bfloat16,bfloat16,255,0.3951407909393311
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,128,1,64,64,128,1,bfloat16,fp8,255,0.4214943885803223
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,128,1,64,64,128,1,bfloat16,bfloat16,511,0.7537424087524414
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,128,1,64,64,128,1,bfloat16,fp8,511,0.6528607845306397
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,256,1,64,64,128,1,bfloat16,bfloat16,1,0.46344637870788574
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,256,1,64,64,128,1,bfloat16,fp8,1,0.5779839992523194
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,256,1,64,64,128,1,bfloat16,bfloat16,3,0.46004161834716795
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,256,1,64,64,128,1,bfloat16,bfloat16,7,0.47420320510864256
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,128,1,64,64,128,1,bfloat16,fp8,1023,1.0489583969116212
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,256,1,64,64,128,1,bfloat16,fp8,3,0.581006383895874
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,256,1,64,64,128,1,bfloat16,fp8,7,0.5789135932922364
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,4,1,64,64,128,1,bfloat16,fp8,1,0.017819200456142426
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,128,1,64,64,128,1,bfloat16,bfloat16,1023,1.4106847763061523
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,256,1,64,64,128,1,bfloat16,bfloat16,15,0.48465762138366697
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,256,1,64,64,128,1,bfloat16,fp8,15,0.5826640129089355
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,256,1,64,64,128,1,bfloat16,bfloat16,63,0.4902207851409912
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,256,1,64,64,128,1,bfloat16,fp8,31,0.6095568180084229
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,256,1,64,64,128,1,bfloat16,bfloat16,31,0.4899439811706543
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,256,1,64,64,128,1,bfloat16,fp8,63,0.6098351955413819
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,256,1,64,64,128,1,bfloat16,bfloat16,127,0.5432176113128662
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,256,1,64,64,128,1,bfloat16,fp8,127,0.6457056045532227
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,256,1,64,64,128,1,bfloat16,bfloat16,255,0.7677103996276855
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,512,1,64,64,128,1,bfloat16,bfloat16,1,0.9564127922058105
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,256,1,64,64,128,1,bfloat16,fp8,255,0.8270815849304199
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,512,1,64,64,128,1,bfloat16,fp8,1,1.1065967559814454
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,512,1,64,64,128,1,bfloat16,bfloat16,3,0.9567824363708496
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,512,1,64,64,128,1,bfloat16,bfloat16,7,0.9486911773681641
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,512,1,64,64,128,1,bfloat16,fp8,3,1.1049519538879395
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,512,1,64,64,128,1,bfloat16,bfloat16,15,0.9497584342956543
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,512,1,64,64,128,1,bfloat16,fp8,7,1.1474335670471192
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,8,1,64,64,128,1,bfloat16,bfloat16,1,0.024966399371623992
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,512,1,64,64,128,1,bfloat16,fp8,15,1.169985580444336
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,512,1,64,64,128,1,bfloat16,bfloat16,31,0.9509424209594727
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,8,1,64,64,128,1,bfloat16,fp8,1,0.027131199836730957
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,8,1,64,64,128,1,bfloat16,bfloat16,3,0.02475679963827133
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,8,1,64,64,128,1,bfloat16,bfloat16,7,0.025121599435806274
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,8,1,64,64,128,1,bfloat16,fp8,3,0.026361599564552307
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,512,1,64,64,128,1,bfloat16,fp8,31,1.1754768371582032
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,8,1,64,64,128,1,bfloat16,bfloat16,15,0.02518239915370941
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,8,1,64,64,128,1,bfloat16,fp8,15,0.026398399472236635
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,512,1,64,64,128,1,bfloat16,bfloat16,63,0.9696352005004882
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,8,1,64,64,128,1,bfloat16,bfloat16,31,0.024372799694538115
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,8,1,64,64,128,1,bfloat16,fp8,31,0.027246400713920593
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,8,1,64,64,128,1,bfloat16,bfloat16,63,0.02447039932012558
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,8,1,64,64,128,1,bfloat16,bfloat16,127,0.027432000637054442
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,8,1,64,64,128,1,bfloat16,fp8,127,0.027289599180221558
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,8,1,64,64,128,1,bfloat16,fp8,63,0.026398399472236635
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,512,1,64,64,128,1,bfloat16,bfloat16,127,1.0045951843261718
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,8,1,64,64,128,1,bfloat16,fp8,255,0.035036799311637876
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,8,1,64,64,128,1,bfloat16,bfloat16,511,0.06424959897994995
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,8,1,64,64,128,1,bfloat16,fp8,511,0.05227839946746826
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,8,1,64,64,128,1,bfloat16,fp8,1023,0.07794719934463501
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,8,1,64,64,128,1,bfloat16,bfloat16,1023,0.12072800397872925
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,8,1,64,64,128,1,bfloat16,bfloat16,2047,0.1910640001296997
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,512,1,64,64,128,1,bfloat16,fp8,127,1.2613120079040527
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,8,1,64,64,128,1,bfloat16,fp8,2047,0.12253760099411011
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,1024,1,64,64,128,1,bfloat16,bfloat16,1,1.866783905029297
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,1024,1,64,64,128,1,bfloat16,bfloat16,3,1.8965648651123046
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,1024,1,64,64,128,1,bfloat16,bfloat16,7,1.876540756225586
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,1024,1,64,64,128,1,bfloat16,fp8,1,2.332558441162109
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,1024,1,64,64,128,1,bfloat16,fp8,3,2.297097587585449
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,8,1,64,64,128,1,bfloat16,fp8,7,0.026363199949264525
SGLang,0.5.9,NVIDIA H100 80GB HBM3,generation_attention,flash_attention,512,1,64,64,128,1,bfloat16,fp8,63,1.167670440673828
